"bucket","source_family","endpoint_family","endpoint_count","tns_ns","tns_share","worst_violation_ns","median_violation_ns","p90_violation_ns","p99_violation_ns"
"DUT_INTERNAL","u_dut/rd_cmd_addr_q_reg","u_dut/lfnst_mem_resp_data_q_reg","9","-0.663000000","0.008948093","0.139000000","0.072000000","0.139000000","0.139000000"
"DUT_INTERNAL","u_dut/result_cmd_addr_q_reg","u_dut/result_bank","12","-0.372000000","0.005020649","0.065000000","0.016000000","0.065000000","0.065000000"
"DUT_INTERNAL","u_dut/result_cmd_data_q_reg","u_dut/result_bank","1","-0.019000000","0.000256431","0.019000000","0.019000000","0.019000000","0.019000000"
"DUT_INTERNAL","u_dut/result_cmd_slot_q_reg","u_dut/result_bank","70","-2.084000000","0.028126434","0.077000000","0.026000000","0.060000000","0.077000000"
"DUT_INTERNAL","u_dut/result_cmd_valid_q_reg","u_dut/result_bank","110","-2.301000000","0.031055146","0.059000000","0.021000000","0.045000000","0.046000000"
"DUT_INTERNAL","u_dut/scrub_active_reg","u_dut/input_cache_bank","8","-0.488000000","0.006586228","0.061000000","0.061000000","0.061000000","0.061000000"
"DUT_INTERNAL","u_dut/scrub_slot_reg","u_dut/input_cache_bank","40","-1.920000000","0.025913029","0.085000000","0.042000000","0.085000000","0.085000000"
"DUT_INTERNAL","u_dut/slot_width_reg","u_dut/fill_wr_cmd_addr_q_reg","3","-0.089000000","0.001201177","0.062000000","0.026000000","0.062000000","0.062000000"
"DUT_INTERNAL","u_dut/slot_width_reg","u_dut/fill_wr_cmd_target_q_reg","1","-0.112000000","0.001511593","0.112000000","0.112000000","0.112000000","0.112000000"
"DUT_INTERNAL","u_dut/u_bounded_lfnst_engine/coeff_fetch_addr_q_reg_rep_rep__0","u_dut/u_bounded_lfnst_engine/coeff_bundle_q_reg","4","-0.069000000","0.000931249","0.040000000","0.011000000","0.040000000","0.040000000"
"DUT_INTERNAL","u_dut/u_bounded_lfnst_engine/coeff_fetch_addr_q_reg_rep_rep","u_dut/u_bounded_lfnst_engine/coeff_bundle_q_reg","4","-0.077000000","0.001039220","0.037000000","0.017000000","0.037000000","0.037000000"
"DUT_INTERNAL","u_dut/u_bounded_lfnst_engine/coeff_fetch_addr_q_reg_rep","u_dut/u_bounded_lfnst_engine/coeff_bundle_q_reg","1","-0.070000000","0.000944746","0.070000000","0.070000000","0.070000000","0.070000000"
"DUT_INTERNAL","u_dut/u_bounded_lfnst_engine/out_group_reg","u_dut/lfnst_grid_reg","12","-0.342000000","0.004615758","0.057000000","0.014000000","0.054000000","0.057000000"
