"site","site_type","tile","tile_x","tile_y","clock_region","legal_ff_bel_count","legal_lut_bel_count","occupied_cell_count","occupied_ff_count","occupied_lut_count","occupied_control_sets","occupied_cells"
"SLICE_X46Y133","SLICEL","CLEL_L_X30Y133","180","110","X1Y2","16","16","0","0","0","",""
"SLICE_X47Y133","SLICEL","CLEL_R_X30Y133","182","110","X1Y2","16","16","0","0","0","",""
"SLICE_X48Y133","SLICEL","CLEL_R_X31Y133","186","110","X1Y2","16","16","0","0","0","",""
"SLICE_X49Y133","SLICEM","CLEM_X32Y133","189","110","X1Y2","16","16","0","0","0","",""
"SLICE_X50Y133","SLICEM","CLEM_X33Y133","193","110","X1Y2","16","16","18","8","9","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_22|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;"
"SLICE_X51Y133","SLICEL","CLEL_R_X33Y133","195","110","X1Y2","16","16","18","9","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s2_valid_q_repN_6|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__25_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;"
"SLICE_X52Y133","SLICEM","CLEM_X34Y133","198","110","X1Y2","16","16","19","9","9","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_26|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__25_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;;"
"SLICE_X53Y133","SLICEM","CLEM_X35Y133","202","110","X1Y2","16","16","2","2","0","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/<const1>|u_dut/u_unified_p4_kernel/rst_n",";"
"SLICE_X54Y133","SLICEL","CLEL_R_X35Y133","204","110","X1Y2","16","16","18","8","9","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_26|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;"
"SLICE_X55Y133","SLICEM","CLEM_X36Y133","207","110","X1Y2","16","16","0","0","0","",""
"SLICE_X56Y133","SLICEM","CLEM_X37Y133","211","110","X2Y2","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s3_valid_q_repN_2|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X57Y133","SLICEL","CLEL_R_X37Y133","213","110","X2Y2","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s2_valid_q_repN_9|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X58Y133","SLICEM","CLEM_X38Y133","216","110","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X59Y133","SLICEL","CLEL_R_X38Y133","218","110","X2Y2","16","16","14","6","8","clk_g|<const1>|reset_sync_q[1]_i_1_n_0;clk_g|<const1>|;u_dut/clk|u_dut/output_index[11]_i_1_n_0|u_dut/rst_n",";;;;;;;;;;;;;"
"SLICE_X60Y133","SLICEL","CLEL_R_X39Y133","222","110","X2Y2","16","16","19","9","9","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_25|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__25_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;;"
"SLICE_X61Y133","SLICEM","CLEM_X40Y133","225","110","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X62Y133","SLICEM","CLEM_X41Y133","229","110","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X63Y133","SLICEL","CLEL_R_X41Y133","231","110","X2Y2","16","16","9","8","0","clk_g|<const1>|reset_sync_q[1]_i_1_n_0",";;;;;;;;"
"SLICE_X64Y133","SLICEL","CLEL_L_X42Y133","232","110","X2Y2","16","16","3","0","3","",";;"
"SLICE_X65Y133","SLICEL","CLEL_R_X42Y133","234","110","X2Y2","16","16","18","8","9","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_19|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;"
"SLICE_X66Y133","SLICEM","CLEM_X43Y133","237","110","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X67Y133","SLICEM","CLEM_X44Y133","241","110","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X68Y133","SLICEL","CLEL_R_X44Y133","243","110","X2Y2","16","16","13","5","8","u_dut/clk|u_dut/kernel_phase_q[3]_i_1_n_0|u_dut/rst_n;u_dut/clk|u_dut/kernel_ctx_output_size_q[2]_i_1_n_0|u_dut/rst_n;u_dut/clk|u_dut/p_163_in|u_dut/rst_n",";;;;;;;;;;;;"
"SLICE_X69Y133","SLICEL","CLEL_L_X45Y133","244","110","X2Y2","16","16","11","3","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_group_fire|u_dut/u_unified_p4_kernel/<const0>;u_dut/clk|u_dut/kernel_ctx_output_size_q[2]_i_1_n_0|u_dut/rst_n",";;;;;;;;;;"
"SLICE_X70Y133","SLICEL","CLEL_R_X45Y133","246","110","X2Y2","16","16","11","3","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_group_fire|u_dut/u_unified_p4_kernel/<const0>;u_dut/clk|u_dut/kernel_ctx_output_size_q[2]_i_1_n_0|u_dut/rst_n",";;;;;;;;;;"
"SLICE_X71Y133","SLICEM","CLEM_X46Y133","249","110","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X72Y133","SLICEL","CLEL_R_X46Y133","251","110","X2Y2","16","16","7","3","4","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_group_fire|u_dut/u_unified_p4_kernel/<const0>",";;;;;;"
"SLICE_X73Y133","SLICEL","CLEL_R_X47Y133","255","110","X2Y2","16","16","19","9","10","u_dut/clk|u_dut/rd_cmd_addr_q[0]|u_dut/rst_n",";;;;;;;;;;;;;;;;;;"
"SLICE_X74Y133","SLICEM","CLEM_X48Y133","258","110","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X75Y133","SLICEM","CLEM_X49Y133","262","110","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X76Y133","SLICEL","CLEL_R_X49Y133","264","110","X2Y2","16","16","27","10","16","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/red1_valid_q_repN_1|u_dut/u_bounded_lfnst_engine/rst_n;u_dut/clk|u_dut/rd_cmd_addr_q[0]|u_dut/rst_n",";;;;;;;;;;;;;;;;;;;;;;;;;;"
"SLICE_X77Y133","SLICEL","CLEL_L_X50Y133","265","110","X2Y2","16","16","12","4","8","u_dut/clk|u_dut/lfnst_gather_index_q[4]_i_1_n_0|u_dut/rst_n;u_dut/clk|u_dut/kernel_rd_resp_data_q[0]|u_dut/rst_n;u_dut/clk|u_dut/<const1>|u_dut/rst_n",";;;;;;;;;;;"
"SLICE_X78Y133","SLICEL","CLEL_R_X50Y133","267","110","X2Y2","16","16","15","5","10","u_dut/clk|u_dut/lfnst_gather_index_q[4]_i_1_n_0|u_dut/rst_n;u_dut/clk|u_dut/lfnst_tail_index_q[3]_i_1_n_0|u_dut/rst_n",";;;;;;;;;;;;;;"
"SLICE_X79Y133","SLICEM","CLEM_X51Y133","270","110","X2Y2","16","16","9","1","0","u_dut/clk|u_dut/rd_cmd_addr_q[0]|u_dut/rst_n",";;;;;;;;"
"SLICE_X80Y133","SLICEL","CLEL_R_X52Y133","276","110","X2Y2","16","16","25","8","16","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/red1_valid_q_repN_1|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;;;;;;;;;;;;;;;;;;;"
"SLICE_X81Y133","SLICEM","CLEM_X53Y133","279","110","X2Y2","16","16","9","2","6","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/coeff_bundle_q[0]|u_dut/u_bounded_lfnst_engine/rst_n;u_dut/clk|u_dut/kernel_rd_raw_data_q[0]|u_dut/rst_n",";;;;;;;;"
"SLICE_X82Y133","SLICEM","CLEM_X54Y133","283","110","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X83Y133","SLICEL","CLEL_R_X54Y133","285","110","X2Y2","16","16","1","0","1","",""
"SLICE_X84Y133","SLICEL","CLEL_L_X55Y133","286","110","X2Y2","16","16","3","0","3","",";;"
"SLICE_X85Y133","SLICEL","CLEL_R_X55Y133","288","110","X2Y2","16","16","5","1","4","u_dut/clk|u_dut/kernel_rd_raw_data_q[0]|u_dut/rst_n",";;;;"
"SLICE_X86Y133","SLICEM","CLEM_X56Y133","291","110","X2Y2","16","16","14","0","0","",";;;;;;;;;;;;;"
"SLICE_X87Y133","SLICEL","CLEL_R_X56Y133","293","110","X2Y2","16","16","0","0","0","",""
"SLICE_X88Y133","SLICEL","CLEL_R_X57Y133","297","110","X2Y2","16","16","9","2","5","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/coeff_bundle_q[0]|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;;;"
"SLICE_X89Y133","SLICEM","CLEM_X58Y133","300","110","X2Y2","16","16","25","8","16","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/red1_valid_q_repN|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;;;;;;;;;;;;;;;;;;;"
"SLICE_X90Y133","SLICEM","CLEM_X59Y133","304","110","X3Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X91Y133","SLICEL","CLEL_R_X59Y133","306","110","X3Y2","16","16","8","0","5","",";;;;;;;"
"SLICE_X92Y133","SLICEM","CLEM_X60Y133","309","110","X3Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X93Y133","SLICEM","CLEM_X61Y133","313","110","X3Y2","16","16","4","0","0","",";;;"
"SLICE_X94Y133","SLICEL","CLEL_R_X61Y133","315","110","X3Y2","16","16","7","0","4","",";;;;;;"
"SLICE_X95Y133","SLICEM","CLEM_X62Y133","318","110","X3Y2","16","16","4","0","0","",";;;"
"SLICE_X96Y133","SLICEM","CLEM_X63Y133","322","110","X3Y2","16","16","0","0","0","",""
"SLICE_X97Y133","SLICEL","CLEL_R_X63Y133","324","110","X3Y2","16","16","0","0","0","",""
"SLICE_X98Y133","SLICEM","CLEM_X64Y133","327","110","X3Y2","16","16","0","0","0","",""
"SLICE_X99Y133","SLICEL","CLEL_R_X64Y133","329","110","X3Y2","16","16","0","0","0","",""
"SLICE_X100Y133","SLICEL","CLEL_R_X65Y133","333","110","X3Y2","16","16","0","0","0","",""
"SLICE_X101Y133","SLICEM","CLEM_X66Y133","336","110","X3Y2","16","16","0","0","0","",""
"SLICE_X102Y133","SLICEL","CLEL_R_X67Y133","347","110","X3Y2","16","16","0","0","0","",""
"SLICE_X103Y133","SLICEM","CLEM_R_X68Y133","348","110","X3Y2","16","16","0","0","0","",""
"SLICE_X104Y133","SLICEL","CLEL_R_X68Y133","350","110","X3Y2","16","16","0","0","0","",""
"SLICE_X105Y133","SLICEL","CLEL_R_X69Y133","354","110","X3Y2","16","16","0","0","0","",""
"SLICE_X106Y133","SLICEM","CLEM_R_X70Y133","357","110","X3Y2","16","16","0","0","0","",""
"SLICE_X107Y133","SLICEM","CLEM_R_X71Y133","361","110","X3Y2","16","16","0","0","0","",""
"SLICE_X108Y133","SLICEL","CLEL_R_X71Y133","363","110","X3Y2","16","16","0","0","0","",""
"SLICE_X109Y133","SLICEM","CLEM_R_X72Y133","366","110","X3Y2","16","16","0","0","0","",""
"SLICE_X110Y133","SLICEM","CLEM_R_X73Y133","370","110","X3Y2","16","16","0","0","0","",""
"SLICE_X111Y133","SLICEL","CLEL_R_X73Y133","372","110","X3Y2","16","16","0","0","0","",""
"SLICE_X112Y133","SLICEM","CLEM_R_X74Y133","375","110","X3Y2","16","16","0","0","0","",""
"SLICE_X40Y132","SLICEL","CLEL_L_X26Y132","162","111","X1Y2","16","16","0","0","0","",""
"SLICE_X41Y132","SLICEL","CLEL_R_X26Y132","164","111","X1Y2","16","16","0","0","0","",""
"SLICE_X42Y132","SLICEM","CLEM_X27Y132","167","111","X1Y2","16","16","0","0","0","",""
"SLICE_X43Y132","SLICEL","CLEL_R_X28Y132","174","111","X1Y2","16","16","0","0","0","",""
"SLICE_X44Y132","SLICEM","CLEM_X29Y132","177","111","X1Y2","16","16","0","0","0","",""
"SLICE_X45Y132","SLICEL","CLEL_R_X29Y132","179","111","X1Y2","16","16","0","0","0","",""
"SLICE_X46Y132","SLICEL","CLEL_L_X30Y132","180","111","X1Y2","16","16","0","0","0","",""
"SLICE_X47Y132","SLICEL","CLEL_R_X30Y132","182","111","X1Y2","16","16","0","0","0","",""
"SLICE_X48Y132","SLICEL","CLEL_R_X31Y132","186","111","X1Y2","16","16","0","0","0","",""
"SLICE_X49Y132","SLICEM","CLEM_X32Y132","189","111","X1Y2","16","16","0","0","0","",""
"SLICE_X50Y132","SLICEM","CLEM_X33Y132","193","111","X1Y2","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_22|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X51Y132","SLICEL","CLEL_R_X33Y132","195","111","X1Y2","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s2_valid_q_repN_6|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X52Y132","SLICEM","CLEM_X34Y132","198","111","X1Y2","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_26|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X53Y132","SLICEM","CLEM_X35Y132","202","111","X1Y2","16","16","2","1","1","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/<const1>|u_dut/u_unified_p4_kernel/rst_n",";"
"SLICE_X54Y132","SLICEL","CLEL_R_X35Y132","204","111","X1Y2","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_26|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X55Y132","SLICEM","CLEM_X36Y132","207","111","X1Y2","16","16","6","1","1","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/<const1>|u_dut/u_unified_p4_kernel/rst_n",";;;;;"
"SLICE_X56Y132","SLICEM","CLEM_X37Y132","211","111","X2Y2","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s3_valid_q_repN_2|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X57Y132","SLICEL","CLEL_R_X37Y132","213","111","X2Y2","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s2_valid_q_repN_9|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X58Y132","SLICEM","CLEM_X38Y132","216","111","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X59Y132","SLICEL","CLEL_R_X38Y132","218","111","X2Y2","16","16","9","1","8","u_dut/clk|u_dut/output_index[11]_i_1_n_0|u_dut/rst_n",";;;;;;;;"
"SLICE_X60Y132","SLICEL","CLEL_R_X39Y132","222","111","X2Y2","16","16","18","9","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_25|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__25_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;"
"SLICE_X61Y132","SLICEM","CLEM_X40Y132","225","111","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X62Y132","SLICEM","CLEM_X41Y132","229","111","X2Y2","16","16","7","0","3","",";;;;;;"
"SLICE_X63Y132","SLICEL","CLEL_R_X41Y132","231","111","X2Y2","16","16","7","6","0","clk_g|<const1>|reset_sync_q[1]_i_1_n_0",";;;;;;"
"SLICE_X64Y132","SLICEL","CLEL_L_X42Y132","232","111","X2Y2","16","16","5","2","3","u_dut/clk|u_dut/kernel_ctx_output_size_q[2]_i_1_n_0|u_dut/rst_n;u_dut/clk|u_dut/kernel_phase_q[3]_i_1_n_0|u_dut/rst_n",";;;;"
"SLICE_X65Y132","SLICEL","CLEL_R_X42Y132","234","111","X2Y2","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_19|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X66Y132","SLICEM","CLEM_X43Y132","237","111","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X67Y132","SLICEM","CLEM_X44Y132","241","111","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X68Y132","SLICEL","CLEL_R_X44Y132","243","111","X2Y2","16","16","10","2","8","u_dut/clk|u_dut/p_163_in|u_dut/rst_n",";;;;;;;;;"
"SLICE_X69Y132","SLICEL","CLEL_L_X45Y132","244","111","X2Y2","16","16","9","2","7","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_group_fire|u_dut/u_unified_p4_kernel/<const0>;u_dut/clk|u_dut/p_163_in|u_dut/rst_n",";;;;;;;;"
"SLICE_X70Y132","SLICEL","CLEL_R_X45Y132","246","111","X2Y2","16","16","5","0","5","",";;;;"
"SLICE_X71Y132","SLICEM","CLEM_X46Y132","249","111","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X72Y132","SLICEL","CLEL_R_X46Y132","251","111","X2Y2","16","16","11","4","7","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_group_fire|u_dut/u_unified_p4_kernel/<const0>;u_dut/clk|u_dut/kernel_rd_resp_data_q[0]|u_dut/rst_n",";;;;;;;;;;"
"SLICE_X73Y132","SLICEL","CLEL_R_X47Y132","255","111","X2Y2","16","16","21","10","11","u_dut/clk|u_dut/rd_cmd_addr_q[0]|u_dut/rst_n;u_dut/clk|u_dut/<const1>|u_dut/rst_n;u_dut/clk|u_dut/rd_cmd_ready|u_dut/rst_n",";;;;;;;;;;;;;;;;;;;;"
"SLICE_X74Y132","SLICEM","CLEM_X48Y132","258","111","X2Y2","16","16","14","5","5","u_dut/clk|u_dut/rd_cmd_addr_q[0]|u_dut/rst_n",";;;;;;;;;;;;;"
"SLICE_X75Y132","SLICEM","CLEM_X49Y132","262","111","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X76Y132","SLICEL","CLEL_R_X49Y132","264","111","X2Y2","16","16","25","8","16","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/red1_valid_q_repN_1|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;;;;;;;;;;;;;;;;;;;"
"SLICE_X77Y132","SLICEL","CLEL_L_X50Y132","265","111","X2Y2","16","16","11","0","8","",";;;;;;;;;;"
"SLICE_X78Y132","SLICEL","CLEL_R_X50Y132","267","111","X2Y2","16","16","8","4","4","u_dut/clk|u_dut/rd_cmd_addr_q[0]|u_dut/rst_n;u_dut/clk|u_dut/kernel_rd_raw_data_q[0]|u_dut/rst_n;u_dut/clk|u_dut/lfnst_gather_index_q[4]_i_1_n_0|u_dut/rst_n",";;;;;;;"
"SLICE_X79Y132","SLICEM","CLEM_X51Y132","270","111","X2Y2","16","16","12","2","5","u_dut/clk|u_dut/lfnst_mem_resp_pending_q0|u_dut/rst_n;u_dut/clk|u_dut/rd_cmd_addr_q[0]|u_dut/rst_n",";;;;;;;;;;;"
"SLICE_X80Y132","SLICEL","CLEL_R_X52Y132","276","111","X2Y2","16","16","25","8","16","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/red1_valid_q_repN_1|u_dut/u_bounded_lfnst_engine/rst_n",";;;;;;;;;;;;;;;;;;;;;;;;"
"SLICE_X81Y132","SLICEM","CLEM_X53Y132","279","111","X2Y2","16","16","7","2","5","u_dut/clk|u_dut/kernel_rd_raw_data_q[0]|u_dut/rst_n;u_dut/clk|u_dut/lfnst_mem_resp_pending_q0|u_dut/rst_n",";;;;;;"
"SLICE_X82Y132","SLICEM","CLEM_X54Y132","283","111","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X83Y132","SLICEL","CLEL_R_X54Y132","285","111","X2Y2","16","16","7","0","7","",";;;;;;"
"SLICE_X84Y132","SLICEL","CLEL_L_X55Y132","286","111","X2Y2","16","16","6","0","6","",";;;;;"
"SLICE_X85Y132","SLICEL","CLEL_R_X55Y132","288","111","X2Y2","16","16","7","2","5","u_dut/clk|u_dut/kernel_rd_raw_data_q[0]|u_dut/rst_n",";;;;;;"
"SLICE_X86Y132","SLICEM","CLEM_X56Y132","291","111","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X87Y132","SLICEL","CLEL_R_X56Y132","293","111","X2Y2","16","16","9","1","5","u_dut/clk|u_dut/kernel_rd_raw_data_q[0]|u_dut/rst_n",";;;;;;;;"
"SLICE_X88Y132","SLICEL","CLEL_R_X57Y132","297","111","X2Y2","16","16","2","1","1","u_dut/u_bounded_lfnst_engine/clk|u_dut/u_bounded_lfnst_engine/<const1>|u_dut/u_bounded_lfnst_engine/rst_n",";"
"SLICE_X89Y132","SLICEM","CLEM_X58Y132","300","111","X2Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X90Y132","SLICEM","CLEM_X59Y132","304","111","X3Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X91Y132","SLICEL","CLEL_R_X59Y132","306","111","X3Y2","16","16","8","0","5","",";;;;;;;"
"SLICE_X92Y132","SLICEM","CLEM_X60Y132","309","111","X3Y2","16","16","8","0","0","",";;;;;;;"
"SLICE_X93Y132","SLICEM","CLEM_X61Y132","313","111","X3Y2","16","16","6","0","2","",";;;;;"
"SLICE_X94Y132","SLICEL","CLEL_R_X61Y132","315","111","X3Y2","16","16","4","0","4","",";;;"
"SLICE_X95Y132","SLICEM","CLEM_X62Y132","318","111","X3Y2","16","16","4","0","0","",";;;"
"SLICE_X96Y132","SLICEM","CLEM_X63Y132","322","111","X3Y2","16","16","0","0","0","",""
"SLICE_X97Y132","SLICEL","CLEL_R_X63Y132","324","111","X3Y2","16","16","0","0","0","",""
"SLICE_X98Y132","SLICEM","CLEM_X64Y132","327","111","X3Y2","16","16","0","0","0","",""
"SLICE_X99Y132","SLICEL","CLEL_R_X64Y132","329","111","X3Y2","16","16","0","0","0","",""
"SLICE_X100Y132","SLICEL","CLEL_R_X65Y132","333","111","X3Y2","16","16","0","0","0","",""
"SLICE_X101Y132","SLICEM","CLEM_X66Y132","336","111","X3Y2","16","16","0","0","0","",""
"SLICE_X102Y132","SLICEL","CLEL_R_X67Y132","347","111","X3Y2","16","16","0","0","0","",""
"SLICE_X103Y132","SLICEM","CLEM_R_X68Y132","348","111","X3Y2","16","16","0","0","0","",""
"SLICE_X104Y132","SLICEL","CLEL_R_X68Y132","350","111","X3Y2","16","16","0","0","0","",""
"SLICE_X105Y132","SLICEL","CLEL_R_X69Y132","354","111","X3Y2","16","16","0","0","0","",""
"SLICE_X106Y132","SLICEM","CLEM_R_X70Y132","357","111","X3Y2","16","16","0","0","0","",""
"SLICE_X107Y132","SLICEM","CLEM_R_X71Y132","361","111","X3Y2","16","16","0","0","0","",""
"SLICE_X108Y132","SLICEL","CLEL_R_X71Y132","363","111","X3Y2","16","16","0","0","0","",""
"SLICE_X109Y132","SLICEM","CLEM_R_X72Y132","366","111","X3Y2","16","16","0","0","0","",""
"SLICE_X110Y132","SLICEM","CLEM_R_X73Y132","370","111","X3Y2","16","16","0","0","0","",""
"SLICE_X111Y132","SLICEL","CLEL_R_X73Y132","372","111","X3Y2","16","16","0","0","0","",""
"SLICE_X112Y132","SLICEM","CLEM_R_X74Y132","375","111","X3Y2","16","16","0","0","0","",""
"SLICE_X40Y131","SLICEL","CLEL_L_X26Y131","162","112","X1Y2","16","16","0","0","0","",""
"SLICE_X41Y131","SLICEL","CLEL_R_X26Y131","164","112","X1Y2","16","16","0","0","0","",""
"SLICE_X42Y131","SLICEM","CLEM_X27Y131","167","112","X1Y2","16","16","0","0","0","",""
"SLICE_X43Y131","SLICEL","CLEL_R_X28Y131","174","112","X1Y2","16","16","0","0","0","",""
"SLICE_X44Y131","SLICEM","CLEM_X29Y131","177","112","X1Y2","16","16","0","0","0","",""
"SLICE_X45Y131","SLICEL","CLEL_R_X29Y131","179","112","X1Y2","16","16","0","0","0","",""
"SLICE_X46Y131","SLICEL","CLEL_L_X30Y131","180","112","X1Y2","16","16","0","0","0","",""
"SLICE_X47Y131","SLICEL","CLEL_R_X30Y131","182","112","X1Y2","16","16","0","0","0","",""
"SLICE_X48Y131","SLICEL","CLEL_R_X31Y131","186","112","X1Y2","16","16","0","0","0","",""
"SLICE_X49Y131","SLICEM","CLEM_X32Y131","189","112","X1Y2","16","16","0","0","0","",""
"SLICE_X50Y131","SLICEM","CLEM_X33Y131","193","112","X1Y2","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_22|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X51Y131","SLICEL","CLEL_R_X33Y131","195","112","X1Y2","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s2_valid_q_repN_6|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X52Y131","SLICEM","CLEM_X34Y131","198","112","X1Y2","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_26|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X53Y131","SLICEM","CLEM_X35Y131","202","112","X1Y2","16","16","4","1","3","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__25_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;"
"SLICE_X54Y131","SLICEL","CLEL_R_X35Y131","204","112","X1Y2","16","16","20","11","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_26|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__25_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;;;"
"SLICE_X55Y131","SLICEM","CLEM_X36Y131","207","112","X1Y2","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s2_valid_q_repN_9|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
